texts,scores
"one - sided , self - righteous policy",0.0
widespread debates against,0.0
is insisting,0.0
took exception,0.0
axis of evil theory,0.0
opposes and rejects,0.0
anti - us sentiment,0.0
undisguised declaration of war and a rhetoric threatening aggression,0.0
biggest terrorist country,0.0
subsequently,0.0
adopted a resolution criticizing,0.0
went the length of staging the farce,0.0
attacked without hesitation,0.0
axis of evil argument,0.0
openly embarked on the path of maneuvering for overseas aggression,0.0
abandon its one - sidedness,0.0
denunciation,0.0
bluntly criticize and oppose,0.0
took such a concerted stance critical,0.0
openly declared,0.0
raved,0.0
denunciation,0.0
can no longer stand shoulder to shoulder,0.0
repeatedly trumpeted,0.0
axis of evil argument,0.0
oppose,0.0
linking,0.0
in a flurry,0.0
must not use double standards,0.0
axis of evil,0.0
gaffe,0.0
"him in so ferocious an image wearing a t - shirt and jogging pants bearing some english letters , baring his teeth and with a glare of hatred in his eyes",0.0
under fire,0.0
sent a letter of protest,0.0
rejection,0.0
are gunning down innocent people on daily basis,0.0
desperate means,0.0
pretence of a vicious war,0.0
waning grip on power,0.0
achieving nothing,0.0
succumbed under the mighty stranglehold,0.0
radicalize the palestinians even further,0.0
are bent on destroying,0.0
a brutal occupation,0.0
would beg for surrender,0.0
in death rather than staying alive under occupation,0.0
continuing waste of human life,0.0
puts every jew and every israeli to shame,0.0
breaking their limbs,0.0
chaos bordering on a binge of wanton killing,0.0
shooting unarmed civilian demonstrators in cold blood,0.0
blind and murderous rage,0.0
one - sided war,0.0
would want,0.0
his aggression,0.0
the blind and murderous rage of a defeated colonial power,0.0
revolted,0.0
have made every israeli an enemy and a target,0.0
judging from,0.0
palestinians are bent on destroying,0.0
reality that is much worse than war,0.0
has floundered,0.0
it is a war out there,0.0
would beg for surrender,0.0
by applying the pressure cooker effect,0.0
fattening,0.0
made the investigation more difficult,0.0
shortcomings,0.0
affected by the lackluster economy,0.0
would be a great tragedy,0.0
was condemned,0.0
to determine the outcome of an african election in europe,0.0
can not be considered as substantially free and fair,0.0
power at all costs,0.0
would have enormous implications,0.0
for months,0.0
stolen,0.0
flawed,0.0
systematic campaign of violence and intimidation,0.0
condemned,0.0
psychology of maintaining us supremacy,0.0
negated,0.0
has never tried,0.0
completely ignored,0.0
total benefit of that has been earned by the united states,0.0
blindly accepting,0.0
horrifying act of oppression,0.0
its selfishness,0.0
not only earned a bad name,0.0
aggression and terrorism,0.0
including their respect and sanctity,0.0
as a lesson to others,0.0
artificial,0.0
protested against,0.0
loathsome action,0.0
most dreadful events in history,0.0
condemned,0.0
manifold,0.0
were blown up by ammunition,0.0
double standards,0.0
number one country,0.0
damaging solidarity,0.0
dictatorial,0.0
oppression and supremacy,0.0
violating human rights,0.0
racial prejudice,0.0
inhuman,0.0
put all the blame,0.0
no one,0.0
anti - soviet hysteria,0.0
are being kept in cages,0.0
axis of evil,0.0
engulfed by violence and crime,0.0
us supremacy,0.0
had planned,0.0
should be viewed in its true perspective,0.0
being blamed,0.0
has to be maintained at any cost,0.0
dominating the world,0.0
subjugate,0.0
alarming,0.0
it is due to this hegemony,0.0
axis of evil,0.0
no protection,0.0
threat to its security,0.0
shameful silence,0.0
any moral values,0.0
serious criticism was made,0.0
axis of evil,0.0
simplistic,0.0
cold war heritage,0.0
more ineffective,0.0
axis of evil,0.0
issued a statement denouncing,0.0
could cause great misfortune,0.0
are not sympathetic,0.0
axis of evil,0.0
evaluated,0.0
arbitrarily,0.0
poses a new threat,0.0
opposition,0.0
publicly designating,0.0
axis of evil dogma,0.0
own exclusive interests,0.0
caustically criticized,0.0
trying to inflict,0.0
would not accept,0.0
astonished,0.0
axis of evil dogma,0.0
threat,0.0
futile,0.0
cold war labeling,0.0
showdown,0.0
is taking the risk,0.0
the branding,0.0
unilateral,0.0
impossible,0.0
axis of evil theory,0.0
despotic,0.0
very simplistic,0.0
could not be,0.0
axis of evil,0.0
criticism,0.0
expressed a stance,0.0
axis of evil remarks,0.0
"allies are not satellites ,",0.0
remarks branding,0.0
axis of evil,0.0
confronting itself,0.0
disdaining,0.0
remarks calling,0.0
anti - terror,0.0
can not wholly agree with,0.0
infringes,0.0
enemies of mankind,0.0
very rash,0.0
axis of evil remark,0.0
concern,0.0
threatening,0.0
acting arbitrarily,0.0
so - called axis of evil remark,0.0
groundless,0.0
axis of evil,0.0
dogma,0.0
is being criticized,0.0
condemnation,0.0
intends to,0.0
grave clashes,0.0
axis of evil,0.0
simplistic,0.0
thought,0.0
blamed,0.0
deals a blow,0.0
for months,0.0
worry,0.0
accused,0.0
thousands,0.0
sanctions message,0.0
foolhardy,0.0
with their own agenda against,0.0
marred,0.0
has not satisfied,0.0
systematically stealing,0.0
dismissed,0.0
when its head is the queen,0.0
neither free nor fair,0.0
concerned,0.0
vanquished,0.0
deeply flawed,0.0
intimidation,0.0
overwhelming evidence,0.0
agenda against,0.0
also too much interference,0.0
decisions not to accept,0.0
dirty tricks,0.0
feared,0.0
disenfranchised,0.0
does not reflect,0.0
enemy,0.0
does not look very good,0.0
sustained government - orchestrated campaign of intimidation and violence,0.0
stolen,0.0
transmit,0.0
failing to be free and fair,0.0
exploited,0.0
openly denounce,0.0
systematically subverted,0.0
put into power their puppets,0.0
acted in collusion,0.0
threat,0.0
failed,0.0
for more than two years,0.0
never,0.0
systematic campaign of violence and intimidation,0.0
systematically subverted democracy,0.0
illegitimate,0.0
sharp divisions,0.0
numerous and profound irregularities,0.0
quick to say,0.0
reliance,0.0
sharp divisions,0.0
could not be said,0.0
expected,0.0
designed to achieve an outcome - power at all costs,0.0
declined,0.0
have criticised,0.0
negative reports,0.0
have been critical of,0.0
chaotic,0.0
because one can do it even with eyes closed,0.0
prejudged,0.0
were critical of,0.0
since one would have been paid to do so,0.0
a view to the contrary,0.0
paint a bad picture,0.0
undemocratically,0.0
did not adequately,0.0
was unable to explain,0.0
apparent contradiction,0.0
should be penalised,0.0
discrediting,0.0
stopped short of being free and fair,0.0
declined,0.0
not adequately free and fair,0.0
disapproval,0.0
one body with two heads,0.0
attacking him with scathing criticisms,0.0
are scheming,0.0
victimizing the lives,0.0
israeli aggressors,0.0
unwilling,0.0
continue to key up tensions,0.0
continue to obstruct,0.0
refuses,0.0
not a single day would pass in peace and with no palestinians shedding blood,0.0
deprived arab land,0.0
israel is a spoiled brat of the united states,0.0
billions of dollars in lethal weapons every year,0.0
nevertheless,0.0
wily israeli aggressors,0.0
israel is one of the us states,0.0
continue to obstruct,0.0
aggressors,0.0
aggression and savage atrocities,0.0
are getting increasingly critical,0.0
quit its moves to obstruct a fair middle east settlement,0.0
hard - line,0.0
poking fun,0.0
occupy illegally,0.0
criticisms,0.0
stir up troubles,0.0
incursions and atrocities of oppression israel is perpetrating,0.0
israeli aggressors,0.0
shameful electoral sham,0.0
spirited away,0.0
is merely to entertain,0.0
be reproached,0.0
was compromised,0.0
even congratulated,0.0
only served to deny,0.0
absence of democracy,0.0
as good as his word,0.0
too late,0.0
condemned,0.0
the victim of state terrorism,0.0
ban on holidays and a golden retirement,0.0
indignant protests,0.0
the familiar psychodrama,0.0
loaded against him from start to finish,0.0
nothing was done to prevent the disaster awaiting,0.0
observers,0.0
electoral hijacking,0.0
thanks to,0.0
proved ineffective,0.0
was harassed,0.0
was going to be a war,0.0
no longer any more of a problem for europe than the lack of development,0.0
fait accompli,0.0
could range from collective disapproval to suspension,0.0
collective disapproval,0.0
did not conform,0.0
did not adequately allow the free and fair expression of will,0.0
illegal,0.0
"polarisation , tension and incidents of violence and intimidation",0.0
killed and injured thousands of innocent afghans,0.0
covert motive,0.0
in the guise of its so - called war on terror,0.0
maltreated,0.0
double standard policy,0.0
are the violators of human rights,0.0
human rights violators,0.0
has no right,0.0
always follows its interests,0.0
showered upon favours,0.0
such a report,0.0
thousands of innocent people,0.0
unjust and discriminatory policies,0.0
denounces,0.0
has rejected,0.0
dictation from the us,0.0
almost all parts of the globe,0.0
it is itself the violator of human rights,0.0
so - called war against terrorism,0.0
for perishing,0.0
criticized,0.0
supremacy,0.0
stirring up the emotive land issue merely to garner support,0.0
stiff opposition,0.0
neocolonial attempt,0.0
had accused,0.0
threatened,0.0
rejected,0.0
compliant,0.0
hostile international attention,0.0
were disenfranchised,0.0
rigging,0.0
trying to re - assert neocolonial rule,0.0
have joined the opposition in alleging,0.0
was neither free nor fair,0.0
in spite of,0.0
denied,0.0
badly battered,0.0
repeatedly accused,0.0
was boycotted,0.0
has not been accepted,0.0
have no intention,0.0
called,0.0
rejecting,0.0
plotting to bring down each other,0.0
rigged the poll in favor of,0.0
claiming,0.0
stand - off,0.0
fears,0.0
threatened,0.0
warned,0.0
the threats,0.0
were still concerned,0.0
"without belt - tightening there is no money , and without money there is no belt - tightening",0.0
apparently not,0.0
"chile is not iraq , nor is lagos saddam , fortunately , of course",0.0
almost grotesquely,0.0
astounded,0.0
are not guessing correctly about the dilemma of the chicken or the egg into which the argentine crisis has become converted,0.0
the crisis is in a bind,0.0
"everyone pays dearly for his mistakes , and somehow manages as best he can",0.0
so as to avoid the repetition of a crisis such as ours,0.0
inevitably succumb,0.0
"is , day by day , becoming somewhat weak",0.0
observed ironically,0.0
to the detriment of brazil,0.0
"to destroy buildings , facilities , infrastructure , roads , water pipes , and electricity and telephone poles",0.0
can not make more concessions,0.0
"renunciation of its mentality of domination and expansion , which have caused calamities and catastrophes in the past five decades",0.0
cycle of violence,0.0
assassinate innocent activists and citizens,0.0
"without trying to maneuver , place obstacles , or set impossible conditions",0.0
will find it difficult to attain,0.0
"to carry out other retaliatory , suppressive , and devastating practices",0.0
to assassinate innocent activists and citizens,0.0
to attack palestinian ambulances and kill medical teams,0.0
to intimidate women and children,0.0
end of its colonialist occupation,0.0
second side in the us axis is israel,0.0
in a way that threatens,0.0
in admirable harmony,0.0
the axis of evil,0.0
the serious crisis,0.0
would be convicted,0.0
in the axis of evil,0.0
has put himself into,0.0
fake imposter,0.0
to threaten the stability and security of the world,0.0
violates the united nations charter,0.0
had become one of the sides of the axis of evil,0.0
in case us national security was threatened,0.0
definitely the third side will go to no one but britain,0.0
her former friend as an enemy and her former enemy as a friend,0.0
insincerely,0.0
rope in,0.0
lack of sincerity,0.0
interfering,0.0
seriously,0.0
enemy,0.0
entirely run counter to the aspirations,0.0
held,0.0
gone farther and farther,0.0
showed a lack of sincerity,0.0
retrogression,0.0
meddling,0.0
confounding right and wrong,0.0
limits of tolerance,0.0
kind to the enemy and hard on friends,0.0
designed to benefit mugabe,0.0
a halfway house,0.0
marred,0.0
one - sided,0.0
to defer or reject,0.0
suspect electoral practices,0.0
can only lead to bad decisions,0.0
damning report,0.0
immediately blasted,0.0
intimidation,0.0
have condemned,0.0
are not going to allow,0.0
decided,0.0
refusal to accept,0.0
appeared it had been done reluctantly,0.0
concluded,0.0
opinionated,0.0
taking action against,0.0
had been marred,0.0
fraudulent,0.0
bad,0.0
defiant stance,0.0
slapping,0.0
denouncing,0.0
conclusion also reached,0.0
have also aggravated,0.0
lacks credibility and can not withstand any objective scrutiny,0.0
as have,0.0
failed to reach agreement,0.0
had disagreed,0.0
not free and fair,0.0
had nothing to do,0.0
not free and fair,0.0
believed,0.0
nobody can feel free,0.0
not in line with international standards,0.0
not free and fair,0.0
were treated with suspicion,0.0
not free and fair,0.0
was uncomfortable,0.0
"could , however , not be openly described as free and fair",0.0
"twenties , thirties and fifties",0.0
fear and tension,0.0
there was a lot of fear and tension,0.0
aligned themselves,0.0
were characterised by - - among others - - intimidation,0.0
echoed,0.0
did not conform to international standards,0.0
had not met sadc's norms and standards,0.0
sentiments,0.0
final straw,0.0
decision to condemn,0.0
negative position,0.0
simply to rubber stamp,0.0
pro - opposition,0.0
vented her anger,0.0
dispute,0.0
raise questions,0.0
troublemakers,0.0
adverse report,0.0
any pretence of fairness to all sides,0.0
condemned,0.0
do not recognise,0.0
spurious,0.0
will fight on,0.0
questionable,0.0
fudged,0.0
was refused,0.0
no doubt,0.0
faux pas,0.0
raised further questions,0.0
to attack,0.0
openly hostile position,0.0
